CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;
EU28.1.0.0.0.UXGS;European Union;01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2050.497;2188.208;2458.955;2593.880;2745.653;3255.790;3392.151;3447.311;3433.333;3747.811;4076.438;4574.547;4930.938;5090.902;4297.380;4954.710;5474.965;5735.753;5817.729;6062.230;6502.669;6568.002;7029.599;7338.483;7636.353;7966.755                                                                                                                                                                                                                                                                                                                                                                                                                                                 
EU27.1.0.0.0.UXGS;European Union excluding UK;01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1793.636;1902.618;2110.802;2244.869;2374.838;2810.538;2944.227;3001.006;3008.542;3294.871;3574.779;3999.962;4370.783;4560.417;3846.150;4433.535;4898.096;5113.284;5201.276;5416.803;5786.790;5888.353;6325.188;6621.791;6873.354;7170.619                                                                                                                                                                                                                                                                                                                                                                                                                                    
EU15.1.0.0.0.UXGS;European Union (15 countries);01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1509.964;1556.702;1593.506;1761.362;1946.518;2073.998;2325.351;2445.464;2595.283;3068.355;3180.350;3221.155;3193.336;3463.589;3737.999;4167.436;4451.709;4552.263;3845.396;4415.037;4859.953;5088.902;5144.793;5352.980;5749.934;5783.539;6159.280;6408.456;6652.261;6925.888                                                                                                                                                                                                                                                                                                                                                                                                          
EA19.1.0.0.0.UXGS;Euro area;01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1297.695;1431.395;1591.075;1682.671;1864.228;1979.289;2093.590;2466.615;2583.967;2626.480;2623.918;2859.382;3075.830;3418.591;3720.431;3851.270;3260.249;3734.152;4117.636;4302.531;4373.961;4549.971;4866.524;4942.685;5296.034;5541.598;5732.764;5971.047                                                                                                                                                                                                                                                                                                                                                                                                                                          
EA12.1.0.0.0.UXGS;Euro area (12 countries);01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1206.362;1252.625;1274.330;1404.431;1561.167;1650.029;1825.879;1940.043;2054.497;2418.973;2531.430;2570.033;2562.754;2788.158;2991.663;3317.062;3599.394;3715.382;3147.514;3600.548;3960.636;4131.250;4195.614;4367.561;4678.221;4747.070;5079.666;5309.812;5485.879;5708.828                                                                                                                                                                                                                                                                                                                                                                                                               
DU15.1.0.0.0.UXGS;EU15 (including D_W West-Germany);01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd ECU/EUR, Standard aggregation;60.950;64.505;68.103;74.082;82.588;90.925;100.052;106.359;121.657;141.735;165.030;183.217;203.907;249.852;335.833;350.110;422.116;476.764;516.464;600.831;681.872;790.664;864.779;931.316;1072.721;1163.828;1108.391;1137.037;1237.619;1410.237;1510.508;1605.236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                        
DA12.1.0.0.0.UXGS;EA12 (including D_W West-Germany);01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd ECU/EUR, Standard aggregation;42.219;45.125;48.059;52.544;59.374;66.018;73.184;78.668;91.146;107.051;125.192;139.219;158.247;196.385;265.097;274.612;333.322;376.499;409.743;474.585;531.206;614.026;674.951;728.450;839.633;907.015;883.345;903.084;984.188;1127.082;1217.383;1301.634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                
BEL.1.0.0.0.UXGS;Belgium;01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd EURO-BEF;4.9127;5.3927;5.9991;6.6307;7.5609;8.1299;9.0790;9.5131;10.6913;12.8985;14.8967;15.8861;17.9569;22.2137;28.6644;27.5021;33.0693;34.9086;36.1529;42.1977;45.8410;51.8465;60.2955;66.3985;76.5074;78.8967;75.7438;76.8492;87.4350;101.4452;104.2655;106.7774;109.4795;107.5771;118.0566;125.8853;130.5216;144.3867;148.6600;156.0573;185.5521;188.7639;193.4114;193.8776;210.2027;229.0045;247.3196;267.1206;282.1763;241.7394;279.1137;309.4855;318.9352;320.6605;330.7365;332.0935;351.2870;376.6280;395.4688;413.1720;431.7633                                                                                                                                                                                                                                                                                                 
BGR.1.0.0.0.UXGS;Bulgaria;01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.05338;0.08565;0.10337;0.21430;0.41255;1.06070;9.43552;11.09770;10.70580;10.18651;10.80857;11.46320;12.60965;16.87467;19.99623;25.18411;33.24256;38.22843;30.89637;37.51943;47.70357;49.88205;53.12246;54.37269;56.78058;60.22309;68.07131;69.60590;73.28859;76.82867                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
CZE.1.0.0.0.UXGS;Czechia;01 Exports of goods and services;Exports of goods and services at current prices (National accounts) ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;273.106;374.320;427.878;510.860;522.443;640.918;696.731;792.529;905.959;962.453;1146.684;1259.189;1210.069;1318.275;1756.019;2030.198;2289.863;2550.182;2544.303;2306.533;2616.396;2876.356;3092.438;3150.270;3560.847;3724.850;3793.204;4023.988;4181.698;4354.749;4504.464                                                                                                                                                                                                                                                                                                                                                                                                                                                               
