CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;
EU28.1.0.0.0.NPTD;European Union;01 Population;Total population (National accounts) ;1000 persons;408944.288;412582.471;416428.850;420258.982;423820.171;427233.987;430418.038;433407.664;436472.558;439355.042;441665.303;444152.657;446968.637;449593.257;451941.445;454130.593;456195.373;458118.417;459967.974;461816.157;463738.019;465481.450;466857.727;467956.674;468966.172;470052.586;471297.711;472629.309;474112.440;475693.961;477277.324;478617.284;479869.938;481244.980;482302.256;483151.700;483784.990;484444.970;485050.910;486050.300;487039.330;488022.860;489086.520;490947.080;492817.530;494910.330;496699.170;498724.260;500692.370;502498.870;503731.730;504837.920;506042.400;507094.520;508292.870;509720.010;511201.410;512203.210;513359.451;514566.889;515632.725                                                                                                                                                                            
EU27.1.0.0.0.NPTD;European Union excluding UK;01 Population;Total population (National accounts) ;1000 persons;356576.109;359780.332;363141.755;366638.917;369834.141;372888.990;375780.068;378453.723;381263.640;383899.147;386038.423;388229.805;390876.801;393392.947;395705.685;397899.007;399977.620;401919.142;403765.688;405563.418;407418.008;409141.824;410538.291;411618.029;412538.295;413496.499;414610.482;415821.414;417178.255;418611.377;420023.847;421186.478;422283.611;423520.427;424430.557;425126.700;425620.990;426130.970;426575.910;427366.300;428153.330;428909.860;429720.520;431310.080;432867.530;434497.330;435872.170;437405.260;438868.370;440237.870;440971.730;441552.920;442337.400;442988.520;443695.870;444610.010;445553.410;446163.210;446893.451;447699.106;448377.824                                                                                                                                                               
EU15.1.0.0.0.NPTD;European Union (15 countries);01 Population;Total population (National accounts) ;1000 persons;316769.222;319559.879;322634.881;325620.858;328314.387;331017.336;333564.447;335828.340;337876.831;340030.134;341806.360;343788.545;345878.296;347759.070;349345.005;350682.458;351835.728;352918.371;354051.595;355274.479;356595.597;357743.425;358506.998;359028.656;359492.373;360067.401;360815.826;361667.662;362752.103;364207.729;365834.427;367483.255;369123.863;370600.655;371713.274;372734.350;373703.450;374604.770;375432.200;376419.290;377654.290;379070.660;381028.840;383146.410;385267.010;387606.530;389629.120;392009.780;394298.940;395922.320;397369.440;398929.860;400349.990;401629.180;403031.010;404699.200;406442.190;407694.970;408940.630;410330.206;411611.202                                                                                                                                                             
EA19.1.0.0.0.NPTD;Euro area;01 Population;Total population (National accounts) ;1000 persons;265033.382;267549.348;270206.191;272922.158;275300.479;277673.953;279948.471;281921.965;283759.792;285700.465;287272.958;288990.202;290986.111;292827.756;294388.691;295740.188;296991.213;298172.440;299384.880;300636.805;301966.803;303175.088;304060.535;304676.543;305152.955;305698.833;306424.398;307258.182;308292.998;309628.414;311061.958;312471.757;313838.544;315034.890;315857.426;316595.390;317325.280;317997.060;318593.130;319303.790;320300.660;321371.950;322978.020;324732.200;326435.660;328195.330;329678.870;331447.200;333099.760;334160.340;334934.920;335760.410;336628.220;337361.040;338105.070;339082.160;340088.220;340741.540;341419.650;342266.212;343022.399                                                                                                                                                                                 
EA12.1.0.0.0.NPTD;Euro area (12 countries);01 Population;Total population (National accounts) ;1000 persons;252354.330;254643.724;257156.279;259729.932;261963.023;264197.708;266339.680;268186.468;269900.640;271727.167;273198.680;274804.359;276672.160;278400.449;279904.290;281198.435;282322.690;283378.557;284468.710;285610.062;286841.586;287961.800;288744.562;289247.011;289616.496;290048.314;290638.597;291334.767;292251.918;293500.144;294881.951;296281.449;297698.536;298968.501;299854.875;300652.450;301436.450;302159.670;302803.200;303556.390;304558.190;305704.660;307361.840;309161.210;310920.510;312744.930;314284.620;316082.680;317762.340;318839.820;319684.340;320625.660;321534.590;322309.780;323094.910;324108.000;325142.090;325830.270;326505.420;327360.632;328125.534                                                                                                                                                                  
DU15.1.0.0.0.NPTD;EU15 (including D_W West-Germany);01 Population;Total population (National accounts) ;1000 persons;299424.538;302404.751;305483.933;308333.693;311005.546;313711.467;316151.287;318202.334;320122.023;322227.272;324328.024;326799.729;328902.063;330838.750;332471.933;333878.114;335069.817;336198.505;337325.688;338547.060;339913.035;341057.593;341851.669;342363.306;342848.483;343446.233;344201.114;344944.526;346096.425;347559.696;349694.997;351584.255;353488.863;355189.655;356424.274;358884.350;359981.450;359742.770;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                 
DA12.1.0.0.0.NPTD;EA12 (including D_W West-Germany);01 Population;Total population (National accounts) ;1000 persons;235009.647;237488.596;240005.331;242442.767;244654.182;246891.838;248926.519;250560.462;252145.832;253924.306;255720.345;257815.543;259695.927;261480.129;263031.218;264394.092;265556.779;266658.691;267742.804;268882.643;270159.024;271275.968;272089.233;272581.661;272972.605;273427.146;274023.885;274611.631;275596.240;276852.112;278742.521;280382.449;282063.536;283557.501;284565.875;286802.450;287714.450;287297.670;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                 
BEL.1.0.0.0.NPTD;Belgium;01 Population;Total population (National accounts) ;1000 persons;9153.489;9183.948;9220.578;9289.770;9378.113;9463.667;9527.807;9580.991;9618.756;9646.032;9655.549;9673.162;9711.115;9741.720;9772.419;9800.700;9818.227;9830.358;9839.534;9848.382;9859.000;9858.000;9856.000;9854.000;9855.000;9857.000;9859.000;9870.000;9904.000;9940.000;9968.000;10006.000;10047.000;10086.000;10116.000;10137.000;10157.000;10181.000;10203.000;10226.000;10251.000;10287.000;10333.000;10376.000;10421.000;10479.000;10548.000;10626.000;10710.000;10796.000;10896.000;10994.000;11068.000;11125.000;11180.000;11238.000;11295.000;11349.000;11405.000;11460.000;11517.920                                                                                                                                                                                                                                                                                
BGR.1.0.0.0.NPTD;Bulgaria;01 Population;Total population (National accounts) ;1000 persons;7867.374;7943.118;8012.946;8078.145;8144.340;8204.168;8258.057;8310.226;8369.603;8434.172;8489.573;8536.395;8576.200;8620.967;8678.745;8720.742;8758.599;8804.183;8814.032;8825.940;8861.535;8891.117;8917.457;8939.738;8960.679;8960.547;8958.171;8971.358;8981.446;8876.972;8718.300;8632.300;8540.100;8472.300;8443.600;8406.070;8362.830;8312.070;8256.790;8210.620;8170.170;7913.300;7868.900;7823.560;7781.160;7739.900;7699.020;7659.760;7623.400;7585.130;7534.290;7348.330;7305.890;7265.120;7223.940;7177.990;7127.820;7075.950;7048.650;6997.611;6945.429                                                                                                                                                                                                                                                                                                             
CZE.1.0.0.0.NPTD;Czechia;01 Population;Total population (National accounts) ;1000 persons;9605.267;9589.906;9627.929;9673.970;9731.108;9782.679;9824.375;9856.245;9879.700;9899.941;9861.419;9830.152;9870.983;9925.636;9991.851;10062.036;10129.378;10190.215;10245.576;10295.836;10307.693;10304.089;10318.329;10327.362;10333.722;10340.628;10345.740;10350.832;10358.793;10364.587;10336.864;10312.079;10322.627;10333.363;10337.097;10330.760;10315.350;10303.640;10294.940;10282.780;10272.500;10224.190;10200.770;10201.650;10206.920;10234.090;10266.650;10322.690;10429.690;10491.490;10517.250;10496.670;10509.290;10510.720;10524.780;10542.940;10565.280;10589.530;10636.040;10678.584;10710.620                                                                                                                                                                                                                                                                
