iso3c,year,fdi_net_inflow_GDP,fdi_net_outflow_GDP,tax_rev_total_GDP,tax_rev_trade_TAX,tax_rev_inc_profits_TAX,trade_total_GDP,trade_exp_GDP,trade_imp_GDP,RD_expend_GDP,RD_scientists,wgi_accountability,wgi_regul_quality,wgi_rule_of_law,wgi_pol_stability,wgi_gov_effectvn,wgi_control_corrupt,empl_ind,empl_agr,empl_serv,empl_self,unemp_youth_neet,VA_industry_gdp,VA_manufct_gdp,current_account_GDP_WB,population,res_rents,gdp_real_lcu,gdp_real_lcu_growth,gdp_real_pc_lcu,gdp_real_pc_lcu_growth,gdp_real_usd,gdp_real_pc_usd,gdp_nom_lcu,gdp_nom_pc_lcu,gdp_nom_usd,gdp_nom_pc_usd,gdp_real_ppp,gdp_real_pc_ppp,gdp_nom_ppp,gdp_nom_pc_ppp,gini_post_tax,gini_pre_tax,cap_form,cpi,current_account_GDP_ameco,nulc_eur,nulc_lcu,rulc,unemp_rate,wage_share,interest_long_term,debt_corp_nf_percGDP,debt_corp_f_percGDP,debt_gen_gov_percGDP,debt_hh_npish_percGDI,total_debt_percGDP,average_wages,debt_gen_gvt_gross,eci_mit,eci_mit_plus,eci_harv_hs,eci_harc_coi_hs,eci_harv_sitc,eci_harc_coi_sitc
ARM,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,49.3,,,,,,,,,,,,,,,,,,,,,,
ARM,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,49.9,,,,,,,,,,,,,,,,,,,,,,
ARM,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,50.3,,,,,,,,,,,,,,,,,,,,,,
ARM,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,50.7,,,,,,,,,,,,,,,,,,,,,,
ARM,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,50.9,,,,,,,,,,,,,,,,,,,,,,
ARM,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,50.7,,,,,,,,,,,,,,,,,,,,,,
ARM,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,50.5,,,,,,,,,,,,,,,,,,,,,,
ARM,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,50.2,,,,,,,,,,,,,,,,,,,,,,
ARM,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,50,,,,,,,,,,,,,,,,,,,,,,
ARM,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,49.8,,,,,,,,,,,,,,,,,,,,,,
ARM,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,49.3,,,,,,,,,,,,,,,,,,,,,,
ARM,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,48.9,,,,,,,,,,,,,,,,,,,,,,
ARM,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,48.4,,,,,,,,,,,,,,,,,,,,,,
ARM,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,47.9,,,,,,,,,,,,,,,,,,,,,,
ARM,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,47.6,,,,,,,,,,,,,,,,,,,,,,
ARM,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,47.4,,,,,,,,,,,,,,,,,,,,,,
ARM,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,47.3,,,,,,,,,,,,,,,,,,,,,,
ARM,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,47.5,,,,,,,,,,,,,,,,,,,,,,
ARM,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,47.8,,,,,,,,,,,,,,,,,,,,,,
ARM,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,48,,,,,,,,,,,,,,,,,,,,,,
ARM,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,48.2,,,,,,,,,,,,,,,,,,,,,,
ARM,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,48.2,,,,,,,,,,,,,,,,,,,,,,
ATG,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,45.1,,,,,,,,,,,,,,,,,,,,,,
AUS,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2465941,,,,,,,,,,,,,,,
AUS,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4554879,,,,,,,,,,,,,,,
AUS,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3192186,,,,,,,,,,,,,,,
AUS,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8671577,,,,,,,,,,,,,,,
AUS,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4482868,,,,,,,,,,,,,,,
AUS,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.363485,,,,,,,,,,,,,,,
AUS,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6884969,,,,,,,,,,,,,,,
AUS,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,37.7,,,,,,,1.8160376,,,,,,,,,,,,,,,
AUS,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,38,,,,,,,1.65241,,,,,,,,,,,,,,,
AUS,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,38.3,,,,,,,1.5733835,,,,,,,,,,,,,,,
AUS,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,38.5,13.5541,,-1.5056804,17.4997129,11.0740028,112.5853312,1.4933593,59.9239455,,,,,,,,,,,,,,
AUS,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,38.6,14.4853,,-0.1955759,18.5429112,11.8895833,113.8319634,1.7374915,60.5874699,,,,,,,,,,,,,,
AUS,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,38.7,15.3937,,2.0000804,19.8439385,12.944478,113.7142748,2.6214353,60.5248298,,,,,,,,,,,,,,
AUS,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,38.8,19.8403,,-1.0651712,25.2719186,15.1830038,114.6076186,1.8860772,61.0003152,,,,,,,,,,,,,,
AUS,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,38.9,21.9919,,-1.3476862,33.5077911,19.456572,126.0756175,2.4634058,67.1041986,,,,,,,,,,,,,,
AUS,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,38.4,23.0443,,-1.3588197,33.4112784,21.9605051,124.8048568,4.7705079,66.4278317,,,,,,,,,,,,,,
AUS,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,38.8,27.1144,,-2.1972646,38.0389088,24.1291805,123.07662,4.9520146,65.5079715,,,,,,,,,,,,,,
AUS,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,39.1,26.8694,,-2.5467022,37.0418253,26.4292821,124.5501034,5.9091985,66.2922383,,,,,,,,,,,,,,
AUS,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,39.5,28.4647,,-2.7498798,35.3231405,27.2613194,118.260883,6.4992229,62.9447783,,,,,,,,,,,,,,
AUS,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,39.8,28.9932,,-1.2854847,34.7612276,29.5498419,116.5174251,6.1220835,62.0168165,,,,,,,,,,,,,,
AUS,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,40.2,37.6602,,-3.4664756,41.7309425,33.2386607,119.6640042,6.1873657,63.6915945,,,,,,,,,,,,,,
AUS,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,40.5,53.9573,,-4.8429804,56.5183648,36.9772427,119.1696282,5.8816962,63.4284611,,,,,,,,,,,,,,
AUS,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,41,52.1269,,-3.3215794,62.7566757,41.9770159,122.8086155,7.0452448,65.3653252,,,,,,,,,,,,,,
AUS,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,41.5,56.348,,-3.3653891,61.969517,42.4217302,115.0622071,10.3497575,61.2422715,,,,,,,,,,,,,,
AUS,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,41.9,70.9185,,-4.5060496,71.4141633,44.4208557,115.1548372,8.9225362,61.2915743,,,,,,,,,,,,,,
AUS,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,42.6,67.2176,,-5.6428248,61.9021286,46.8706452,114.1362178,8.2581356,60.7494104,,,,,,,,,,,,,,
AUS,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,42.9,54.1191,,-4.0863685,48.5662992,49.7680174,113.2113753,8.080572,60.2571597,,,,,,,,,,,,,,
AUS,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,43.1,54.7006,,-3.2730046,45.1835931,51.6062458,109.494389,8.1063949,58.2787804,,,,,,,,,,,,,,
AUS,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,43.4,69.8105,,-5.0437248,52.7419913,55.3623718,107.5239889,7.2258085,57.2300279,,,,,,,,,,,,,,
AUS,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,43.6,80.3725,,-5.7852877,61.7277675,59.6083507,109.117188,6.1749879,58.0780138,,,,,,,,,,,,,,
AUS,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,44.1,62.5925,,-4.0251114,55.310662,62.5163055,111.0662059,6.9259639,59.1153856,,,,,,,,,,,,,,
AUS,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,44.5,60.7592,,-3.0589466,57.3809063,63.2983117,110.7924994,9.5792308,58.9697043,,,,,,,,,,,,,,
AUS,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,45,58.9612,,-3.2118958,51.6679077,63.3876971,109.965941,10.7287674,58.5297657,,,,,,,,,,,,,,
AUS,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,45.5,64.862,,-3.3504883,52.9451714,63.2866449,108.6780524,10.8737725,57.8442823,,,,,,,,,,,,,,
AUS,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,45.9,76.587,,-5.4277782,57.1770977,64.4090472,108.1553688,9.7186788,57.5660822,,,,,,,,,,,,,,
AUS,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,46.8,72.3639,,-3.9204017,54.3100708,66.4695232,108.6854419,8.4692562,57.8482154,,,,,,,,,,,,,,
AUS,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,46.7,82.4276,,-3.0258009,60.4165062,68.0020561,109.8367096,8.5062127,58.4609818,,,,,,,,,,,,,,
AUS,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,46.8,97.0114,,-3.9816561,63.9300841,67.7339609,108.028489,8.3622297,57.4985499,,,,,,,,,,,,,,
AUS,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,47.3,88.3097,,-5.545513,55.0150299,68.1512594,108.3073944,7.6755969,57.6469983,,,,,,,,,,,,,,
AUS,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,47.6,104.0232,,-5.0583899,60.0150681,68.7545216,106.5182219,6.8723341,56.6947048,,,,,,,,,,,,,,
AUS,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,48,103.2993,,-2.7776123,65.4156924,72.0662889,106.7176974,6.2826193,56.8008764,,,,,,,,,,,,,,
AUS,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,48.3,106.1164,,-2.6867643,60.9473716,73.1832144,105.358071,6.7423136,56.0772104,,,,,,,,,,,,,,
AUS,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,48.2,120.3997,,-4.9107321,62.1919834,74.9266614,104.610903,6.3676169,55.6795275,,,,,,,,,,,,,,
AUS,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,48.1,132.405,,-5.5079967,63.4499798,76.4552581,103.3239465,5.9286972,54.9945404,,,,,,,,,,,,,,
AUS,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,48,147.8691,,-6.5661214,68.025733,79.7308554,103.8089027,5.3947258,55.25266,,,,,,,,,,,,,,
AUS,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,48.1,170.2099,,-5.7873609,73.0924043,82.7033593,102.4613738,5.0324798,54.5354329,,,,,,,,,,,,,,
AUS,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,48.1,179.0083,,-6.1273172,74.7713871,86.4097578,101.9441641,4.7822911,54.2601462,,,,,,,,,,,,,,
AUS,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,48,203.5635,,-6.6272945,79.9472409,90.6188805,102.2812029,4.3769533,54.4395363,,,,,,,,,,,,,,
AUS,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,47.9,199.9176,,-3.3640573,76.4863225,92.3588977,99.2793076,4.2341583,52.8417668,,,,,,,,,,,,,,
AUS,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,47.9,198.8845,,-5.014329,76.7313329,94.3079507,100.2048318,5.5606645,53.3343804,,,,,,,,,,,,,,
AUS,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,48,255.9183,,-3.1973949,100,100,100,5.2113277,53.2253579,,,,,,,,,,,,,,
AUS,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,48.1,305.0264,,-3.4276385,109.0867329,101.9834782,100.1080048,5.0808867,53.2828438,,,,,,,,,,,,,,
AUS,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,48.2,344.9602,,-3.9317012,119.0902231,102.4442888,100.7156457,5.2208776,53.6062629,,,,,,,,,,,,,,
AUS,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,48.1,311.9369,,-3.1778572,108.3852215,103.5295054,100.3333766,5.6557868,53.4027988,,,,,,,,,,,,,,
AUS,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,48.1,289.0763,,-3.6789149,102.1235161,104.2169513,101.7134441,6.0736575,54.1373447,,,,,,,,,,,,,,
AUS,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,48,285.1737,,-4.7284034,101.9452094,104.4437629,102.4436091,6.0612988,54.5259776,,,,,,,,,,,,,,
AUS,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,47.9,283.836,,-2.2049156,101.2272816,104.4536759,98.7817951,5.7229057,52.576964,,,,,,,,,,,,,,
AUS,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1537,,-2.8984535,103.3012673,105.5111954,97.9921974,5.5938152,52.1566978,,,,,,,,,,,,,,
AUS,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.5493,,-2.1524115,98.0290982,107.3654071,97.6406703,5.3585723,51.9695962,,,,,,,,,,,,,,
AUS,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0528,,-2.247972,99.6633001,109.291801,97.582718,5.2770616,51.9387509,,,,,,,,,,,,,,
AUS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.4104,,-2.1766625,102.1083007,111.6813675,98.2894423,5.1352486,52.3149075,,,,,,,,,,,,,,
AUT,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65763,,-1.0743446,10.6005481,21.1555365,117.0661473,1.9,63.8707835,,,,,,,,,,,,,,
AUT,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91024,,-0.237924,10.9812421,22.1461926,116.3184552,1.4,63.4628459,,,,,,,,,,,,,,
AUT,1962,,,,,,45.6180901534569,23.4163731876468,22.2017169658101,,,,,,,,,,,,,,,,,7129864,,75119245431.83,2.64867511295262,10535.8595103399,2.02146966677641,99489765786.6089,13953.9500033393,14655121408,2055.45595371805,7756110210.11966,1087.8342434189,,,,,,,1.99518,,1.7019726,11.5529,23.3530232,118.1454127,1.5,64.459626,,,,,,,,,,,,,2.0183911,2.5286412
AUT,1963,,,,,,46.2846929359315,23.4268110207149,22.8578819152166,,,,,,,,,,,,,,,,,7175811,,78227880813.0557,4.13826758157036,10901.6083078353,3.47146615932409,103606918511.136,14438.3566555943,15822951424,2205.04015838767,8374175257.73075,1167.00053244585,,,,,,,2.16986,,0.7098706,11.9059816,24.0667422,117.5740298,1.6,64.147882,,,,,,,,,,,,,2.0203443,2.3845847
AUT,1964,,,,,,46.9855812470221,23.3993989196795,23.5861823273426,,,,,,,,,,,,,,,,,7223801,,83018832955.4975,6.12435373762833,11492.4030929835,5.41933601415161,109952172697.415,15220.8197176825,17326626816,2398.54708289999,9169983885.71185,1269.41258289256,,,,,,,2.41176,,0.066158,12.2570824,24.7764571,117.2257808,1.5,63.9578788,,,,,,,,,2.03892,1.70932,,,2.0088508,1.2885326
AUT,1965,,,,,,48.2393149536368,23.7702933429408,24.469021610696,,,,,,,,,,,,,,,,,7270889,,85908033557.2274,3.48017491799561,11815.3410892708,2.81001278561557,113778700633.421,15648.5266978249,18883733504,2597.16982393762,9994070615.85997,1374.53213986075,,,,,,,2.71284,,-0.5192908,12.9224332,26.1213404,116.9303506,1.5,63.7966934,,,,,,,,,2.06916,1.73877,,,2.0231051,2.3649628
AUT,1966,,,,,,48.9255425298678,23.708681403716,25.2168611261517,,,,,,,,,,,,,,,,,7322066,,90755704831.7193,5.64286141093268,12394.8220122189,4.90447900377775,120199075025.325,16416.0054041203,20572207104,2809.61781879595,10887682273.1014,1486.96860600566,,,,,,,3.00906,,-1.2400849,13.2411767,26.765743,116.1871888,1.4,63.3912276,,,,,,,,,1.99344,1.69556,,,1.8695266,1.9410862
AUT,1967,,,,,,48.3085412151414,23.7042547228676,24.6042864922738,,,,,,,,,,,,,,,,,7376998,,93485679812.2468,3.00804779775493,12672.5911830594,2.24100975848391,123814720654.546,16783.8896871799,21879263232,2965.8762591504,11579431668.9165,1569.66718289967,,,,,,,3.07454,,-0.7038062,13.8957501,27.9577628,117.5440748,1.4,64.1315387,,,,,,,,,2.0393,1.68331,,,1.9654906,1.9064441
AUT,1968,,,,,,49.013881174705,24.309171420419,24.704709754286,,,,,,,,,,,,,,,,,7415403,,97666651820.2602,4.47231278246069,13170.7813884505,3.93124182887794,129352102232.948,17443.704979075,23506483200,3169.95356826864,12440625312.8685,1677.67352804272,,,,,,,3.30033,,-0.41391,14.5892323,28.3626517,115.9556228,1.5,63.2648861,,,,,,,,,1.98078,1.67812,,,1.946055,1.5204496
AUT,1969,,,,,,52.7252596626323,26.8480017913189,25.8772578713134,,,,,,,,,,,,,,,,,7441055,,103796081154.048,6.2758671660702,13949.1081780807,5.90949592643494,137470068345.607,18474.5400142328,25664612352,3449.05559117625,13582798556.2404,1825.38612552124,,,,,,,3.53639,,1.1701493,14.9490506,28.8728338,114.9008616,1.6,62.689413,,,,,,,,,1.92701,1.64514,,,2.0081334,1.3253899
AUT,1970,0.732802990777067,0.0562674608344934,,,,54.86039174788,27.3917570099059,27.4686347379741,,,,,,,,,,,,,,,,,7467086,0.376748306225297,110357179400,6.32114254507779,14779.1493763431,5.95049653114532,146159747322.549,19573.8668769248,29047294400,3890.04417519766,15373005768.7219,2058.76907922607,,,,,,,4.09354,,0.6012557,15.1257125,29.2151823,110.9992653,1.1,60.5607189,,,,,,,,,1.99157,1.64744,,,1.9172136,1.2568328
AUT,1971,0.799230381998008,0.202256787544997,,,,54.3804711459358,27.0353547009084,27.3451164450274,,,,,,,,,,,,,,,,,7500482,0.340224293538453,116001914600,5.11496871403365,15465.928003027,4.64694285980538,153635772670.608,20483.4532861498,32427438800,4323.38065740308,17858485956.6031,2380.97844333246,,,,,,,4.99928,,0.4718555,16.6349183,31.6477256,113.2150107,1,61.76962,,,,,,,,,1.96936,1.60418,,,1.947001,0.73413414
AUT,1972,0.659136815349997,0.173937779476691,17.888785545061,5.29629888756733,20.4575666410131,54.2960192212936,26.9306664617911,27.3653527595025,,,,,,,,,,,,,,,,,7544201,0.329919228489339,123203152200,6.20786098645996,16330.841688868,5.59238143143921,163173267863.473,21628.966124242,37057942900,4912.10969856185,22059612417.4058,2924.04887110057,,,,,,,6.25655,,0.1313759,17.6735227,33.3044108,110.7264217,0.9,60.4118567,,,,,,,,,1.94613,1.58971,,,1.9991249,0.95899636
AUT,1973,0.544656020082382,0.1313209738564,18.1969508473203,4.70695970695971,19.8717948717949,54.4568199360651,26.9193668906389,27.5374530454263,,,,,,,,,,,,,,,,,7586115,0.408568236552023,129228322800,4.89043542507672,17034.8489048742,4.31090588849487,171153151159.323,22561.3704985125,41997559400,5536.10898332018,29515467987.912,3890.72245647634,,,,,,,7.19387,,-0.29625,20.8578635,36.5569592,112.4863271,0.8,61.3720534,,,,,,,,,1.88468,1.58698,,,1.9280943,0.8366192
AUT,1974,0.503121176626917,0.0560681798394826,18.3973409930983,4.17919898686085,21.5555907339982,59.5677317780406,29.1143698982224,30.4533618798182,,,,,,,,,,,,,,,,,7599038,0.631573009553033,134322681800,3.94213813939555,17676.2745231699,3.76537310003459,177900244807.952,23410.8902742626,47801145100,6290.42059007996,35189299985.2768,4630.7572070671,,,,,,,8.9833,,-0.9538282,25.4038664,40.4296674,113.609324,1,61.9847557,,,,,,,,,1.90756,1.59344,,,1.5417796,-0.17047568
AUT,1975,0.197493687148713,0.0644795593501899,18.0109254054139,3.23130079322594,20.5168134702419,56.5991341566834,28.0946358571963,28.5044982994871,,,,,,,,,,,,,,,,,7578903,0.588911468710195,133834102200,-0.363735739528693,17658.7696398806,-0.0990303882549597,177253158036.877,23387.7063787301,50702938000,6690.01015054553,40059206763.056,5285.62072414121,,,,,,,9.08861,,-0.056393,29.0579492,45.5010956,120.1059482,1.3,65.5292857,,,,,,,,,1.8608,1.55252,,,1.7931522,-0.0063158935
AUT,1976,0.212366202409436,0.130842717209335,17.8623323843713,2.73930304367005,19.7220996912219,59.9162816321086,28.7525264199134,31.1637552121951,,,,,,,,,,,,,,33.9985957592584,22.2527289877361,,7565525,0.613478478750688,139961623500,4.57844540313283,18499.9221468437,4.76336983899198,185368597102.924,24501.7493304065,56006920800,7402.9126597295,42959976068.1138,5678.38663782273,,,,,,,10.54531,,-3.2601505,32.7400012,47.6682597,119.1232632,1.4,64.993137,,,,,,,,,1.70802,1.51373,,,1.701962,-0.41141787
AUT,1977,0.187821782678742,0.1670360497191,17.9992930878546,2.28220665774769,19.9496340599669,60.2775956821567,27.9539567920211,32.3236388901356,,,,,,,,,,,,,,33.6022058375951,21.6266196230841,,7568430,0.489101349580115,147071647100,5.07998079916527,19432.2530696591,5.03964781805539,194785286243.434,25736.5512059217,61911611400,8180.24496493989,51545759220.7143,6810.6277286986,,,,,,,12.78313,,-5.4036923,36.1971361,49.5642681,117.7404156,1.5,64.2386614,,,,,,,,,1.7341,1.50111,,,1.6113309,-0.7462456
AUT,1978,0.229467385721991,0.144732845975162,18.7775498563958,1.55856694596738,21.4371918209717,59.6679877608595,29.1150929927063,30.5528947681532,,,,,,,,,,,,,,33.8423834520677,21.9883598722386,,7562305,0.454444675052048,146761835600,-0.210653450960095,19407.0241282255,-0.129830243272394,194374964316,25703.1373788812,65483748600,8659.23135869288,62052258694.2102,8205.46892702823,,,,,,,12.83645,,-2.4043931,40.3060454,54.082738,121.2099528,1.5,66.1316258,,,,,,,,,1.81273,1.52639,,,1.8177999,1.4675341
AUT,1979,0.253497717955077,0.114772927655659,18.5501164112901,1.48539778449144,20.962361530715,63.3172191333532,30.8807752370752,32.436443896278,,,,,,,,,,,,,,32.9180396040663,21.3519437956606,,7549425,0.619201938248419,154623426600,5.35669983130138,20481.4839010918,5.53644786427436,204787047701.607,27126.1781793457,71830083700,9514.64299598976,73937296654.6577,9793.76530724628,,,,,,,14.34646,,-2.4835819,40.8969494,54.4176141,117.1408613,1.4,63.9115471,,,,,,,,,1.93101,1.61232,,,1.7642847,1.1812248
AUT,1980,0.291624498184505,0.122741085610205,18.5780047045143,1.54475762291775,20.8801660038042,66.8250060486283,31.693071746573,35.1319343020553,,,,,,,,,,,,,,32.9373058806368,21.203226789704,,7549433,0.642215616921063,157300708700,1.73148542809489,20836.095730633,1.73137762504751,208332905591.186,27595.8347588735,77151789500,10219.5475474781,82058912465.4329,10869.5464236099,,,,,,,16.12937,,-4.5037324,43.9751678,57.4240533,117.0788678,1.7,63.8777238,,,,,,,,,1.88666,1.53273,,,1.5958104,0.7378582
AUT,1981,0.461073619768896,0.296955433527887,18.94982574072,1.41975631438582,20.7812581707891,68.396550301208,33.0006616212331,35.3958886799749,,,,,,,,,,,,,,32.5462609290072,20.753651112851,,7568710,0.56273140771331,157073732400,-0.144294518362841,20753.0388137477,-0.398620345956914,208032292628.472,27485.8321468879,82215015600,10862.4872138053,71034228097.4598,9385.24901832146,,,,,,,17.37594,,-3.6243195,47.8488927,61.6009767,117.6901303,2.6,64.2112259,,,,,,,,,1.84022,1.47472,,,1.6465434,0.54637456
AUT,1982,0.291710695365233,0.195439408556546,18.1904204583364,1.34064441482003,20.27315944362,64.1171139234959,31.7414964327904,32.3756174907055,,,,,,,,,,,,,,31.7661310032735,20.1371639837869,,7574140,0.431835655606585,160232884700,2.01125436553259,21155.2578510564,1.93812116345225,212216351195.68,28018.5408766777,88359973700,11666.0074543116,71275287327.5793,9410.34722457985,,,,,,,17.8707,,-1.6825546,51.9038603,62.9890158,114.2249244,3.1,62.3206246,,,,,,,,,1.79374,1.44719,,,1.7440469,0.5538629
